"age","job","marital","default","balance","housing","loan","duration","y"
41,"blue-collar","married","no",213,"yes","no",10,"no"
37,"unemployed","single","no",381,"yes","no",985,"yes"
38,"unemployed","married","no",1147,"yes","yes",249,"no"
44,"blue-collar","married","no",373,"yes","no",122,"no"
31,"blue-collar","married","no",50,"yes","no",300,"no"
34,"blue-collar","married","no",67,"yes","yes",672,"no"
46,"blue-collar","married","no",0,"yes","yes",390,"no"
33,"admin.","married","no",61,"yes","yes",116,"no"
36,"blue-collar","married","no",504,"yes","no",481,"no"
32,"unemployed","single","no",177,"yes","no",21,"no"
27,"technician","single","no",584,"yes","no",192,"no"
31,"services","married","no",-732,"yes","no",6,"no"
41,"management","single","no",572,"yes","no",8,"no"
35,"blue-collar","married","no",105,"yes","no",369,"no"
50,"technician","single","no",0,"yes","no",393,"no"
33,"technician","married","no",832,"yes","yes",246,"no"
48,"blue-collar","married","no",2642,"yes","no",330,"no"
36,"technician","married","no",195,"yes","no",380,"no"
29,"housemaid","single","no",718,"yes","no",91,"no"
34,"management","married","no",336,"yes","yes",84,"no"
39,"blue-collar","married","no",332,"yes","no",277,"no"
32,"management","divorced","no",1,"yes","no",399,"no"
59,"retired","divorced","no",-138,"yes","yes",89,"no"
50,"blue-collar","married","no",749,"no","no",297,"no"
37,"admin.","married","no",14,"yes","no",176,"no"
33,"unemployed","single","no",177,"no","no",75,"no"
52,"blue-collar","married","no",557,"no","no",111,"no"
43,"blue-collar","married","no",126,"yes","no",170,"no"
53,"blue-collar","married","no",359,"no","yes",238,"no"
37,"blue-collar","married","no",496,"yes","no",137,"no"
50,"services","single","no",72,"no","no",141,"no"
53,"blue-collar","married","no",175,"yes","no",49,"no"
47,"blue-collar","married","no",430,"no","no",89,"no"
48,"technician","divorced","no",574,"yes","no",341,"no"
35,"technician","divorced","no",69,"yes","no",461,"no"
42,"self-employed","married","no",106,"yes","no",515,"no"
43,"management","divorced","no",0,"yes","no",123,"no"
40,"services","single","no",23,"yes","no",179,"no"
36,"services","married","no",42,"yes","no",102,"no"
39,"management","married","no",429,"yes","no",272,"no"
32,"blue-collar","divorced","no",88,"yes","no",17,"no"
44,"management","divorced","no",3932,"yes","no",40,"no"
43,"technician","divorced","no",177,"yes","no",209,"no"
53,"self-employed","married","no",468,"yes","no",89,"no"
41,"services","married","no",639,"yes","no",1187,"no"
53,"management","married","no",2124,"yes","no",123,"no"
31,"unemployed","married","no",309,"yes","no",104,"no"
51,"blue-collar","married","no",202,"yes","no",200,"no"
32,"blue-collar","married","no",20,"yes","yes",117,"no"
52,"blue-collar","married","no",-17,"yes","no",37,"no"
41,"management","married","no",-417,"yes","no",51,"no"
30,"management","single","no",528,"yes","no",145,"no"
32,"management","single","no",394,"yes","no",466,"no"
31,"blue-collar","married","no",856,"yes","no",303,"no"
38,"blue-collar","married","no",468,"yes","no",101,"no"
44,"blue-collar","married","no",138,"yes","no",283,"no"
36,"blue-collar","married","no",406,"yes","no",826,"no"
34,"admin.","married","no",221,"yes","no",185,"no"
40,"admin.","married","no",523,"yes","yes",598,"no"
41,"blue-collar","married","no",-52,"yes","no",120,"no"
56,"technician","divorced","no",397,"yes","no",185,"no"
39,"blue-collar","married","no",-432,"yes","no",159,"no"
34,"blue-collar","married","no",298,"yes","no",220,"no"
41,"blue-collar","single","no",1080,"yes","yes",192,"no"
39,"management","single","no",-85,"yes","no",423,"no"
33,"admin.","married","no",4012,"no","yes",337,"no"
52,"management","divorced","no",123,"no","no",306,"no"
26,"management","single","no",498,"yes","no",99,"no"
54,"unemployed","married","no",23,"yes","no",27,"no"
30,"technician","married","yes",-315,"yes","no",201,"no"
35,"management","married","yes",89,"no","yes",166,"no"
47,"technician","divorced","no",699,"yes","no",182,"no"
53,"blue-collar","divorced","no",145,"yes","no",193,"no"
29,"blue-collar","single","no",-138,"yes","yes",271,"no"
36,"technician","married","no",491,"yes","no",103,"no"
35,"management","married","no",820,"yes","no",287,"no"
43,"blue-collar","married","no",1376,"yes","no",235,"no"
38,"blue-collar","married","no",0,"yes","no",732,"no"
39,"blue-collar","married","no",507,"yes","no",136,"no"
58,"management","married","no",771,"no","no",126,"no"
33,"services","married","no",310,"yes","no",172,"no"
60,"blue-collar","married","no",136,"yes","no",43,"no"
45,"admin.","married","no",310,"yes","no",191,"no"
39,"blue-collar","married","no",813,"yes","no",117,"no"
35,"management","married","no",14,"yes","yes",64,"no"
41,"blue-collar","married","no",-97,"yes","no",260,"no"
40,"services","married","no",332,"yes","no",149,"no"
33,"services","married","no",5034,"yes","no",207,"no"
32,"admin.","divorced","no",281,"yes","no",231,"no"
44,"management","married","no",576,"yes","no",128,"no"
34,"management","single","no",1891,"yes","no",162,"no"
29,"services","single","no",473,"yes","yes",180,"no"
49,"blue-collar","married","no",216,"yes","no",144,"no"
31,"blue-collar","married","no",-13,"yes","no",260,"no"
47,"admin.","divorced","no",162,"yes","no",203,"no"
34,"blue-collar","married","no",365,"yes","no",85,"no"
32,"management","single","no",264,"yes","no",211,"no"
32,"admin.","single","no",490,"yes","no",94,"no"
56,"technician","single","no",230,"yes","no",122,"no"
28,"technician","single","no",-9,"yes","yes",175,"no"
35,"technician","single","no",317,"yes","no",292,"no"
52,"self-employed","single","no",458,"yes","yes",132,"no"
35,"technician","married","no",19,"yes","no",130,"no"
32,"blue-collar","married","no",536,"yes","no",208,"no"
42,"management","divorced","no",117,"yes","no",105,"no"
51,"blue-collar","single","no",368,"yes","no",205,"no"
47,"blue-collar","married","no",-98,"yes","no",112,"no"
34,"services","married","no",627,"yes","no",117,"no"
45,"admin.","married","no",180,"yes","no",218,"no"
31,"technician","divorced","no",26,"yes","no",62,"no"
40,"blue-collar","married","no",2171,"yes","no",97,"no"
53,"entrepreneur","married","no",-118,"yes","no",101,"no"
44,"technician","single","no",1059,"yes","no",286,"no"
49,"blue-collar","married","no",186,"yes","no",241,"no"
47,"services","married","no",1306,"yes","no",252,"no"
31,"blue-collar","married","no",3007,"yes","no",283,"no"
45,"admin.","single","no",-88,"yes","no",131,"no"
30,"blue-collar","married","no",265,"yes","yes",380,"no"
40,"blue-collar","divorced","no",21,"yes","no",584,"no"
27,"admin.","single","no",230,"yes","no",371,"no"
28,"admin.","married","no",252,"yes","no",448,"no"
28,"admin.","single","no",422,"yes","no",274,"no"
44,"blue-collar","married","no",85,"yes","no",116,"no"
35,"management","married","no",4286,"yes","no",357,"no"
29,"blue-collar","married","no",0,"no","no",215,"no"
33,"blue-collar","divorced","no",60,"no","no",131,"no"
32,"blue-collar","married","no",687,"yes","no",61,"no"
35,"blue-collar","single","no",40,"yes","no",617,"yes"
31,"technician","single","no",22,"yes","no",483,"yes"
36,"technician","single","no",-333,"yes","yes",847,"no"
41,"technician","married","no",483,"yes","no",319,"no"
35,"blue-collar","married","no",503,"yes","yes",57,"no"
40,"blue-collar","married","no",1245,"yes","no",306,"no"
42,"blue-collar","married","no",117,"yes","no",147,"no"
34,"technician","single","yes",33,"yes","yes",244,"no"
41,"technician","single","no",-320,"yes","no",128,"no"
43,"blue-collar","divorced","no",49,"yes","no",100,"no"
37,"management","married","no",0,"yes","no",59,"no"
26,"blue-collar","single","no",100,"yes","no",24,"no"
32,"housemaid","married","no",344,"yes","no",85,"no"
51,"blue-collar","married","no",-286,"yes","no",70,"no"
38,"blue-collar","single","no",57,"yes","no",21,"no"
51,"unemployed","divorced","no",370,"no","no",167,"no"
49,"services","divorced","no",470,"yes","no",659,"no"
31,"housemaid","married","no",0,"yes","no",327,"no"
33,"blue-collar","married","no",767,"yes","no",296,"no"
30,"admin.","single","yes",1,"no","no",307,"no"
33,"technician","married","no",0,"no","no",120,"no"
41,"unemployed","married","no",121,"yes","no",390,"no"
37,"blue-collar","married","no",190,"yes","no",83,"no"
33,"blue-collar","married","no",120,"yes","no",250,"no"
32,"services","married","no",2068,"yes","yes",143,"no"
46,"technician","married","no",332,"yes","no",772,"yes"
34,"management","single","no",-322,"no","no",198,"no"
32,"blue-collar","married","no",274,"yes","no",21,"no"
43,"blue-collar","single","no",3,"yes","no",929,"yes"
28,"blue-collar","married","no",6,"yes","no",254,"no"
46,"technician","divorced","no",288,"yes","no",166,"no"
52,"services","divorced","no",146,"yes","no",93,"no"
34,"blue-collar","married","no",286,"yes","no",134,"no"
27,"technician","divorced","no",114,"yes","yes",375,"no"
32,"technician","single","no",190,"yes","yes",352,"no"
37,"blue-collar","single","no",111,"yes","no",217,"no"
29,"management","married","no",246,"yes","no",45,"no"
40,"housemaid","divorced","no",108,"no","no",93,"no"
47,"technician","married","no",187,"yes","no",165,"no"
34,"blue-collar","married","no",457,"yes","no",266,"no"
25,"admin.","single","no",131,"yes","yes",237,"no"
30,"management","married","no",1825,"yes","no",164,"no"
31,"admin.","married","no",307,"yes","no",538,"yes"
35,"blue-collar","married","yes",-198,"yes","no",72,"no"
32,"blue-collar","divorced","no",739,"yes","no",171,"no"
28,"blue-collar","single","no",759,"yes","no",710,"yes"
27,"services","single","no",777,"yes","no",131,"no"
37,"blue-collar","married","no",378,"yes","no",514,"no"
35,"blue-collar","single","no",337,"yes","no",127,"no"
34,"blue-collar","married","no",-78,"yes","no",198,"no"
31,"admin.","married","no",355,"yes","no",239,"no"
36,"management","divorced","no",133,"yes","no",117,"no"
38,"technician","married","no",32,"yes","no",705,"no"
25,"services","married","no",55,"yes","yes",155,"no"
51,"management","single","no",417,"yes","no",18,"no"
26,"blue-collar","single","no",153,"yes","no",386,"no"
40,"retired","married","no",794,"no","no",138,"no"
26,"services","single","no",187,"yes","no",341,"no"
36,"services","married","no",335,"yes","no",339,"no"
59,"blue-collar","married","no",1407,"yes","no",232,"no"
26,"blue-collar","single","no",-116,"yes","yes",208,"no"
49,"self-employed","married","no",1842,"yes","no",124,"no"
33,"blue-collar","married","no",329,"yes","no",44,"no"
31,"blue-collar","married","no",428,"yes","no",75,"no"
59,"management","single","no",181,"yes","no",485,"no"
38,"entrepreneur","married","no",2139,"yes","no",576,"no"
37,"services","single","no",253,"yes","yes",280,"no"
31,"unemployed","single","no",133,"yes","no",480,"no"
54,"retired","married","no",785,"yes","no",86,"no"
41,"blue-collar","married","no",-45,"yes","yes",121,"no"
44,"management","married","no",223,"yes","no",93,"no"
28,"admin.","single","no",2831,"yes","no",211,"no"
22,"student","single","no",2412,"yes","no",238,"no"
31,"blue-collar","married","no",11,"yes","no",399,"no"
36,"services","married","no",211,"yes","no",93,"no"
37,"admin.","divorced","no",34,"yes","no",144,"no"
54,"admin.","married","no",222,"yes","no",45,"no"
28,"management","single","no",3285,"yes","no",98,"no"
42,"blue-collar","married","no",-67,"yes","no",128,"no"
35,"technician","single","no",670,"yes","no",106,"no"
29,"admin.","married","no",0,"yes","no",121,"no"
59,"blue-collar","single","no",96,"yes","no",123,"no"
46,"blue-collar","married","no",-3,"yes","no",92,"no"
32,"self-employed","single","no",123,"yes","no",278,"no"
43,"management","divorced","no",443,"yes","no",219,"no"
41,"blue-collar","married","no",406,"yes","no",2462,"no"
31,"admin.","married","no",535,"no","no",249,"no"
26,"services","single","no",302,"yes","no",210,"no"
29,"blue-collar","married","yes",-43,"yes","no",484,"no"
31,"services","married","no",-346,"no","no",187,"no"
37,"blue-collar","divorced","no",-271,"yes","no",172,"no"
35,"technician","married","no",55,"yes","no",79,"no"
31,"technician","single","no",375,"yes","no",207,"no"
30,"blue-collar","married","no",-2,"yes","no",136,"no"
29,"blue-collar","single","no",-680,"yes","no",117,"no"
29,"admin.","divorced","no",0,"no","no",393,"no"
39,"blue-collar","single","no",217,"yes","no",107,"no"
31,"blue-collar","single","no",160,"yes","no",25,"no"
27,"management","single","no",118,"yes","no",132,"no"
22,"admin.","single","no",-1,"yes","no",136,"no"
31,"management","single","no",453,"yes","no",384,"no"
39,"blue-collar","single","no",169,"yes","no",38,"no"
25,"admin.","single","no",787,"yes","no",164,"no"
27,"self-employed","single","no",78,"yes","no",825,"no"
28,"technician","single","no",2269,"yes","no",331,"no"
31,"unemployed","married","no",213,"yes","no",479,"no"
46,"technician","divorced","no",164,"yes","no",229,"no"
37,"blue-collar","married","no",934,"no","no",258,"no"
27,"services","single","no",4,"yes","yes",490,"no"
34,"unemployed","divorced","no",354,"yes","no",308,"no"
30,"technician","single","no",23,"yes","no",137,"no"
23,"student","single","no",318,"yes","no",545,"no"
33,"technician","divorced","yes",-305,"no","yes",109,"no"
43,"admin.","married","no",616,"yes","no",168,"no"
50,"blue-collar","married","no",2590,"yes","no",257,"no"
31,"technician","married","no",1868,"yes","no",213,"no"
32,"blue-collar","single","no",-578,"no","no",115,"no"
32,"admin.","single","no",-227,"yes","yes",646,"no"
37,"technician","divorced","no",1981,"yes","no",106,"no"
60,"management","divorced","no",404,"yes","no",95,"no"
47,"blue-collar","divorced","no",65,"yes","no",205,"no"
32,"blue-collar","married","yes",-1,"yes","no",653,"yes"
34,"services","married","no",-68,"yes","no",122,"no"
36,"blue-collar","divorced","no",0,"yes","no",377,"no"
28,"services","single","no",229,"yes","no",322,"no"
31,"services","divorced","no",1656,"yes","no",208,"no"
43,"housemaid","married","no",1342,"yes","yes",46,"no"
32,"unemployed","single","no",331,"yes","no",211,"no"
31,"services","married","no",238,"yes","yes",156,"no"
56,"admin.","married","no",202,"yes","no",178,"no"
34,"management","single","no",318,"yes","no",133,"no"
46,"technician","single","yes",-1124,"yes","yes",206,"no"
27,"admin.","single","no",662,"yes","no",544,"no"
33,"blue-collar","married","no",1790,"yes","yes",143,"no"
35,"blue-collar","married","no",198,"yes","no",471,"no"
29,"management","single","no",726,"yes","no",200,"no"
39,"management","married","no",183,"yes","no",324,"no"
48,"blue-collar","married","no",149,"yes","no",71,"no"
58,"blue-collar","married","no",-91,"yes","no",164,"no"
36,"blue-collar","married","no",-9,"yes","no",137,"no"
33,"blue-collar","married","no",134,"yes","no",91,"no"
32,"management","married","no",0,"no","no",280,"no"
32,"entrepreneur","single","no",6259,"yes","no",230,"no"
31,"admin.","married","no",27,"no","yes",63,"no"
30,"blue-collar","single","no",383,"yes","no",135,"no"
30,"management","single","no",1108,"yes","yes",261,"no"
40,"blue-collar","married","no",117,"yes","no",215,"no"
35,"blue-collar","married","no",108,"yes","no",200,"no"
42,"blue-collar","married","no",479,"yes","no",391,"no"
60,"technician","married","no",65,"yes","no",1028,"yes"
28,"services","single","no",234,"no","no",107,"no"
29,"admin.","single","no",-53,"yes","no",108,"no"
33,"unemployed","married","no",-131,"yes","yes",145,"no"
23,"services","single","no",-39,"yes","yes",142,"no"
34,"blue-collar","married","no",139,"yes","no",106,"no"
29,"services","single","no",262,"yes","no",134,"no"
32,"blue-collar","single","no",160,"yes","no",190,"no"
55,"services","married","no",186,"yes","yes",241,"no"
39,"retired","single","no",-79,"no","no",180,"no"
37,"admin.","single","no",1113,"yes","no",237,"no"
